Matemática(Logistica),Segunda-feira,Manhã,09:15,10:00
Matemática(Logistica),Segunda-feira,Tarde,14:20,15:05
Informática(Informática p/ internet),Terça-feira,Tarde,12:50,13:35
Matemática(Informática p/ Internet),Sexta-feira,Tarde,14:20,15:05
Matemática(Informática p/ Internet),Sexta-feira,Tarde,15:25,16:10
